Ticker,Screening_Date,Sector,Missing_Feature_Count,Missing_Features_List
CI,2024-12-31,Healthcare,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
CINF,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
CINF,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
COF,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
COF,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
ELV,2024-06-30,Healthcare,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
ELV,2024-12-31,Healthcare,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
FITB,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
FITB,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
GL,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
GL,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
GS,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
GS,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
HBAN,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
HBAN,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
HIG,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
HIG,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
HUM,2024-06-30,Healthcare,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
HUM,2024-12-31,Healthcare,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
KEY,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
KEY,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
L,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
L,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
MS,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
MS,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
MTB,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
MTB,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
NTRS,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
NTRS,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
PFG,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
PFG,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
PGR,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
PGR,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
RF,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
RF,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
RJF,2023-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
RJF,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
RJF,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
SCHW,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
SCHW,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
STT,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
STT,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
TKO,2024-06-30,Communication Services,5,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry"
TKO,2024-12-31,Communication Services,5,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry, EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry"
WRB,2024-06-30,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
WRB,2024-12-31,Financial Services,5,"Cash_Ratio_Gt_1, Cash_Ratio_Improving, Op_Margin_Gt_Hist_Avg, Gross_Margin_Above_Industry, Operating_Margin_Above_Industry"
ABNB,2024-06-30,Consumer Cyclical,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
ABNB,2024-12-31,Consumer Cyclical,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
APO,2024-06-30,Financial Services,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
APO,2024-12-31,Financial Services,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
ARE,2024-06-30,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
ARE,2024-12-31,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
BXP,2024-06-30,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
BXP,2024-12-31,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
DLR,2024-06-30,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
DLR,2024-12-31,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
DOC,2024-06-30,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
DOC,2024-12-31,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
KIM,2024-06-30,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
KIM,2024-12-31,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
O,2024-06-30,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
O,2024-12-31,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
PLD,2024-06-30,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
PLD,2024-12-31,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
REG,2024-06-30,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
REG,2024-12-31,Real Estate,4,"FCF_Positive, FCF_Growing, FCF_Growing_Sustained, FCF_Top_30_Pct"
BA,2024-06-30,Industrials,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
BA,2024-12-31,Industrials,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
CCL,2024-06-30,Consumer Cyclical,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
CCL,2024-12-31,Consumer Cyclical,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
COHR,2023-12-31,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
COHR,2024-06-30,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
COHR,2024-12-31,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
DASH,2024-06-30,Consumer Cyclical,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
DASH,2024-12-31,Consumer Cyclical,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
DLTR,2024-06-30,Consumer Defensive,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
DLTR,2024-12-31,Consumer Defensive,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
ES,2024-06-30,Utilities,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
ES,2024-12-31,Utilities,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
FIS,2024-06-30,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
FIS,2024-12-31,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
HAS,2024-06-30,Consumer Cyclical,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
HAS,2024-12-31,Consumer Cyclical,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
HOOD,2024-06-30,Financial Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
HOOD,2024-12-31,Financial Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
IFF,2024-06-30,Basic Materials,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
IFF,2024-12-31,Basic Materials,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
IVZ,2024-06-30,Financial Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
IVZ,2024-12-31,Financial Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
LITE,2023-12-31,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
LITE,2024-06-30,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
LITE,2024-12-31,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
MMM,2024-06-30,Industrials,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
MMM,2024-12-31,Industrials,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
MRNA,2024-06-30,Healthcare,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
MRNA,2024-12-31,Healthcare,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
MU,2023-12-31,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
MU,2024-06-30,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
NEM,2024-06-30,Basic Materials,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
NEM,2024-12-31,Basic Materials,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
NRG,2024-06-30,Utilities,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
NRG,2024-12-31,Utilities,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
PSKY,2024-06-30,Communication Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
PSKY,2024-12-31,Communication Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
SATS,2024-06-30,Communication Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
SATS,2024-12-31,Communication Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
SJM,2023-12-31,Consumer Defensive,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
SJM,2024-06-30,Consumer Defensive,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
STX,2023-12-31,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
STX,2024-06-30,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
STZ,2023-12-31,Consumer Defensive,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
SWK,2024-06-30,Industrials,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
SWK,2024-12-31,Industrials,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
TSN,2023-12-31,Consumer Defensive,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
TSN,2024-06-30,Consumer Defensive,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
TTWO,2023-12-31,Communication Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
TTWO,2024-06-30,Communication Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
TTWO,2024-12-31,Communication Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
VTR,2024-06-30,Real Estate,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
VTR,2024-12-31,Real Estate,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
WBD,2024-06-30,Communication Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
WBD,2024-12-31,Communication Services,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
WDC,2023-12-31,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
WDC,2024-06-30,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
WDC,2024-12-31,Technology,3,"PE_Bottom_40_Pct, PE_Bottom_20_Pct, PE_Below_Industry"
ANET,2024-06-30,Technology,2,"DE_Less_1, Long_Term_Debt_To_Equity_Ratio_Below_Industry"
ANET,2024-12-31,Technology,2,"DE_Less_1, Long_Term_Debt_To_Equity_Ratio_Below_Industry"
BBY,2023-12-31,Consumer Cyclical,2,"EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry"
HD,2023-12-31,Consumer Cyclical,2,"EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry"
ISRG,2024-06-30,Healthcare,2,"DE_Less_1, Long_Term_Debt_To_Equity_Ratio_Below_Industry"
ISRG,2024-12-31,Healthcare,2,"DE_Less_1, Long_Term_Debt_To_Equity_Ratio_Below_Industry"
KR,2023-12-31,Consumer Defensive,2,"EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry"
LOW,2023-12-31,Consumer Cyclical,2,"EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry"
MCD,2023-12-31,Consumer Cyclical,2,"EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry"
MNST,2024-06-30,Consumer Defensive,2,"DE_Less_1, Long_Term_Debt_To_Equity_Ratio_Below_Industry"
MNST,2024-12-31,Consumer Defensive,2,"DE_Less_1, Long_Term_Debt_To_Equity_Ratio_Below_Industry"
ROST,2023-12-31,Consumer Cyclical,2,"EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry"
TJX,2023-12-31,Consumer Cyclical,2,"EPS_Growth_Above_Industry, EPS_Current_Change_Above_Industry"
BKNG,2024-06-30,Consumer Cyclical,1,Gross_Margin_Above_Industry
BKNG,2024-12-31,Consumer Cyclical,1,Gross_Margin_Above_Industry
BKR,2024-06-30,Energy,1,Sales_Growth_Gt_RnD_Growth
BKR,2024-12-31,Energy,1,Sales_Growth_Gt_RnD_Growth
FOX,2023-12-31,Communication Services,1,Gross_Margin_Above_Industry
FOX,2024-06-30,Communication Services,1,Gross_Margin_Above_Industry
FOX,2024-12-31,Communication Services,1,Gross_Margin_Above_Industry
FOXA,2023-12-31,Communication Services,1,Gross_Margin_Above_Industry
FOXA,2024-06-30,Communication Services,1,Gross_Margin_Above_Industry
FOXA,2024-12-31,Communication Services,1,Gross_Margin_Above_Industry
NWS,2023-12-31,Communication Services,1,Gross_Margin_Above_Industry
NWS,2024-06-30,Communication Services,1,Gross_Margin_Above_Industry
NWS,2024-12-31,Communication Services,1,Gross_Margin_Above_Industry
NWSA,2023-12-31,Communication Services,1,Gross_Margin_Above_Industry
NWSA,2024-06-30,Communication Services,1,Gross_Margin_Above_Industry
NWSA,2024-12-31,Communication Services,1,Gross_Margin_Above_Industry
PSKY,2023-12-31,Communication Services,1,Cash_Ratio_Improving
ROK,2023-12-31,Industrials,1,Sales_Growth_Gt_RnD_Growth
ROK,2024-06-30,Industrials,1,Sales_Growth_Gt_RnD_Growth
A,2024-06-30,Healthcare,0,
A,2024-12-31,Healthcare,0,
AAPL,2023-12-31,Technology,0,
AAPL,2024-06-30,Technology,0,
AAPL,2024-12-31,Technology,0,
ABBV,2024-06-30,Healthcare,0,
ABBV,2024-12-31,Healthcare,0,
ABT,2024-06-30,Healthcare,0,
ABT,2024-12-31,Healthcare,0,
ACN,2023-12-31,Technology,0,
ACN,2024-06-30,Technology,0,
ACN,2024-12-31,Technology,0,
ADBE,2024-06-30,Technology,0,
ADBE,2024-12-31,Technology,0,
ADI,2024-06-30,Technology,0,
ADI,2024-12-31,Technology,0,
ADM,2024-06-30,Consumer Defensive,0,
ADM,2024-12-31,Consumer Defensive,0,
ADP,2023-12-31,Technology,0,
ADP,2024-06-30,Technology,0,
ADP,2024-12-31,Technology,0,
ADSK,2024-06-30,Technology,0,
ADSK,2024-12-31,Technology,0,
AEE,2024-06-30,Utilities,0,
AEE,2024-12-31,Utilities,0,
AEP,2024-06-30,Utilities,0,
AEP,2024-12-31,Utilities,0,
AES,2024-06-30,Utilities,0,
AES,2024-12-31,Utilities,0,
AJG,2024-06-30,Financial Services,0,
AJG,2024-12-31,Financial Services,0,
AKAM,2024-06-30,Technology,0,
AKAM,2024-12-31,Technology,0,
ALB,2024-06-30,Basic Materials,0,
ALB,2024-12-31,Basic Materials,0,
ALGN,2024-06-30,Healthcare,0,
ALGN,2024-12-31,Healthcare,0,
ALLE,2024-06-30,Industrials,0,
ALLE,2024-12-31,Industrials,0,
AMAT,2024-06-30,Technology,0,
AMAT,2024-12-31,Technology,0,
AMCR,2023-12-31,Consumer Cyclical,0,
AMCR,2024-06-30,Consumer Cyclical,0,
AMCR,2024-12-31,Consumer Cyclical,0,
AMD,2024-06-30,Technology,0,
AMD,2024-12-31,Technology,0,
AME,2024-06-30,Industrials,0,
AME,2024-12-31,Industrials,0,
AMGN,2024-06-30,Healthcare,0,
AMGN,2024-12-31,Healthcare,0,
AMT,2024-06-30,Real Estate,0,
AMT,2024-12-31,Real Estate,0,
AMZN,2024-06-30,Consumer Cyclical,0,
AMZN,2024-12-31,Consumer Cyclical,0,
AON,2024-06-30,Financial Services,0,
AON,2024-12-31,Financial Services,0,
AOS,2024-06-30,Industrials,0,
AOS,2024-12-31,Industrials,0,
APA,2024-06-30,Energy,0,
APA,2024-12-31,Energy,0,
APD,2023-12-31,Basic Materials,0,
APD,2024-06-30,Basic Materials,0,
APD,2024-12-31,Basic Materials,0,
APH,2024-06-30,Technology,0,
APH,2024-12-31,Technology,0,
APP,2024-06-30,Communication Services,0,
APP,2024-12-31,Communication Services,0,
APTV,2024-06-30,Consumer Cyclical,0,
APTV,2024-12-31,Consumer Cyclical,0,
ARES,2024-06-30,Financial Services,0,
ARES,2024-12-31,Financial Services,0,
ATO,2023-12-31,Utilities,0,
ATO,2024-06-30,Utilities,0,
ATO,2024-12-31,Utilities,0,
AVB,2024-06-30,Real Estate,0,
AVB,2024-12-31,Real Estate,0,
AVGO,2024-06-30,Technology,0,
AVGO,2024-12-31,Technology,0,
AVY,2024-06-30,Consumer Cyclical,0,
AVY,2024-12-31,Consumer Cyclical,0,
AWK,2024-06-30,Utilities,0,
AWK,2024-12-31,Utilities,0,
AXON,2024-06-30,Industrials,0,
AXON,2024-12-31,Industrials,0,
AZO,2023-12-31,Consumer Cyclical,0,
AZO,2024-06-30,Consumer Cyclical,0,
AZO,2024-12-31,Consumer Cyclical,0,
BALL,2024-06-30,Consumer Cyclical,0,
BALL,2024-12-31,Consumer Cyclical,0,
BAX,2024-06-30,Healthcare,0,
BAX,2024-12-31,Healthcare,0,
BBY,2024-06-30,Consumer Cyclical,0,
BBY,2024-12-31,Consumer Cyclical,0,
BDX,2023-12-31,Healthcare,0,
BDX,2024-06-30,Healthcare,0,
BDX,2024-12-31,Healthcare,0,
BEN,2023-12-31,Financial Services,0,
BEN,2024-06-30,Financial Services,0,
BEN,2024-12-31,Financial Services,0,
BF-B,2023-12-31,Consumer Defensive,0,
BF-B,2024-06-30,Consumer Defensive,0,
BF-B,2024-12-31,Consumer Defensive,0,
BG,2024-06-30,Consumer Defensive,0,
BG,2024-12-31,Consumer Defensive,0,
BIIB,2024-06-30,Healthcare,0,
BIIB,2024-12-31,Healthcare,0,
BLDR,2024-06-30,Industrials,0,
BLDR,2024-12-31,Industrials,0,
BLK,2024-06-30,Financial Services,0,
BLK,2024-12-31,Financial Services,0,
BMY,2024-06-30,Healthcare,0,
BMY,2024-12-31,Healthcare,0,
BR,2023-12-31,Technology,0,
BR,2024-06-30,Technology,0,
BR,2024-12-31,Technology,0,
BRO,2024-06-30,Financial Services,0,
BRO,2024-12-31,Financial Services,0,
BSX,2024-06-30,Healthcare,0,
BSX,2024-12-31,Healthcare,0,
CAG,2023-12-31,Consumer Defensive,0,
CAG,2024-06-30,Consumer Defensive,0,
CAG,2024-12-31,Consumer Defensive,0,
CAH,2023-12-31,Healthcare,0,
CAH,2024-06-30,Healthcare,0,
CAH,2024-12-31,Healthcare,0,
CARR,2024-06-30,Industrials,0,
CARR,2024-12-31,Industrials,0,
CAT,2024-06-30,Industrials,0,
CAT,2024-12-31,Industrials,0,
CBOE,2024-06-30,Financial Services,0,
CBOE,2024-12-31,Financial Services,0,
CBRE,2024-06-30,Real Estate,0,
CBRE,2024-12-31,Real Estate,0,
CCI,2024-06-30,Real Estate,0,
CCI,2024-12-31,Real Estate,0,
CDNS,2024-06-30,Technology,0,
CDNS,2024-12-31,Technology,0,
CDW,2024-06-30,Technology,0,
CDW,2024-12-31,Technology,0,
CEG,2024-06-30,Utilities,0,
CEG,2024-12-31,Utilities,0,
CF,2024-06-30,Basic Materials,0,
CF,2024-12-31,Basic Materials,0,
CHD,2024-06-30,Consumer Defensive,0,
CHD,2024-12-31,Consumer Defensive,0,
CHRW,2024-06-30,Industrials,0,
CHRW,2024-12-31,Industrials,0,
CHTR,2024-06-30,Communication Services,0,
CHTR,2024-12-31,Communication Services,0,
CIEN,2024-06-30,Technology,0,
CIEN,2024-12-31,Technology,0,
CL,2024-06-30,Consumer Defensive,0,
CL,2024-12-31,Consumer Defensive,0,
CLX,2023-12-31,Consumer Defensive,0,
CLX,2024-06-30,Consumer Defensive,0,
CLX,2024-12-31,Consumer Defensive,0,
CMCSA,2024-06-30,Communication Services,0,
CMCSA,2024-12-31,Communication Services,0,
CME,2024-06-30,Financial Services,0,
CME,2024-12-31,Financial Services,0,
CMG,2024-06-30,Consumer Cyclical,0,
CMG,2024-12-31,Consumer Cyclical,0,
CMI,2024-06-30,Industrials,0,
